Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Compass),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Request Type),Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field ([CHART] Date of First Response),Status Category
DC47.1-Customer Id - First character cannot have space,BN-66,10110,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:55 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 9:13 PM,,0,DeleteCustomer,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""Customer ID cannot have first character space""",,,,,,,,,,BN-11,Delete Customer,,,,"An error message ""Customer ID cannot have first character space"" must be shown",,,,,0|i000kf:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,"1) Enter first character space
2) Press Tab",Pass,,,Done
DS47-Customer Id - Characters are not allowed,BN-65,10109,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:52 AM,23/Dec/22 9:12 PM,22/Mar/23 10:52 PM,23/Dec/22 9:12 PM,,0,DeleteCustomer,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,Characters are not allowed,,,,,,,,,,BN-11,Delete Customer,,,,"
An error message ""Special characters are not allowed"" must be shown",,,,,0|i000k7:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Special Character In Customer ID Field,Pass,,,Done
DC46-Customer Id - Special character are not allowed,BN-64,10108,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:50 AM,23/Dec/22 9:12 PM,22/Mar/23 10:52 PM,23/Dec/22 9:12 PM,,0,DeleteCustomer,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"
Show An error message ""Special characters are not allowed""",,,,,,,,,,BN-11,Delete Customer,,,,"
An error message ""Special characters are not allowed"" must be shown",,,,,0|i000jz:,,BN Sprint 1,,,,,,,,,,,Unit, Enter Special Character In Customer ID Field,Pass,,,Done
DC45-Customer Id - Customer ID is required,BN-63,10107,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:45 AM,23/Dec/22 9:09 PM,22/Mar/23 10:52 PM,23/Dec/22 9:09 PM,,0,DeleteCustomer,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""Characters are not allowed"" must be shown",,,,,,,,,,BN-11,Delete Customer,,,,"An error message ""Customer ID is required"" must be shown",,,,,0|i000jr:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Customer ID is required mandatory field,Pass,,,Done
DA44-Account No - Characters are not allowed,BN-62,10106,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:41 AM,23/Dec/22 9:08 PM,22/Mar/23 10:52 PM,23/Dec/22 9:08 PM,,0,DeleteAccountForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-10,Delete Account,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i000jj:,,BN Sprint 1,,,,,,,,,,,Unit,"
1) Enter Character In Account number Field",Pass,,,Done
DA43-Account No -Special character are not allowed,BN-61,10105,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:39 AM,23/Dec/22 9:08 PM,22/Mar/23 10:52 PM,23/Dec/22 9:08 PM,,0,DeleteAccountForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,Special character are not allowed,,,,,,,,,,BN-10,Delete Account,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000jb:,,BN Sprint 1,,,,,,,,,,,Unit,"
1) Enter Special Character In Account number Field",Pass,,,Done
DA42-Account No - Account No must not be blank,BN-60,10104,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:37 AM,23/Dec/22 9:07 PM,22/Mar/23 10:52 PM,23/Dec/22 9:07 PM,,0,DeleteAccountForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"An error message ""Account No - Account No must not be blank"" must be shown",,,,,,,,,,BN-10,Delete Account,,,,"An error message ""Account No - Account No must not be blank"" must be shown",,,,,0|i000j3:,,BN Sprint 1,,,,,,,,,,,Unit,"1) Account no cannot have Blank space
2) Press Tab",Pass,,,Done
CS41-Number of Transaction – Character are not allowed,BN-59,10103,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:33 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 9:02 PM,,0,CustomizedStatementForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""Number of Transaction cannot have special character""",,,,,,,,,,BN-4,Customized Statement,,,,"An error message ""Number of Transaction cannot have special character"" must be shown",,,,,0|i000iv:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Special Character In Number for Transaction Field,Pass,,,Done
CS40-Number of Transaction  -Number of Transaction must not be blank,BN-58,10102,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:31 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 9:01 PM,,0,CustomizedStatementForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"
Show An error message ""Account no cannot have blank space"" must be shown",,,,,,,,,,BN-4,Customized Statement,,,,"
An error message ""Account no cannot have blank space"" must be shown",,,,,0|i000in:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,"Account no cannot have Blank space
Press Tab",Pass,,,Done
CS39-Number of Transaction – Special character are not allowed,BN-57,10101,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:26 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 8:59 PM,,0,CustomizedStatementForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""Special characters are not allowed""",,,,,,,,,,BN-4,Customized Statement,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000if:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Special Character In Account number Field,Pass,,,Done
CS38-Minimum Transaction Value– Characters are not allowed,BN-56,10100,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Duplicate,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:24 AM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 8:56 PM,,0,CustomizedStatementForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""Special characters are not allowed""",,,,,,,,,,BN-4,Customized Statement,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000i7:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Special Character In Account number Field,Pass,,,Done
CS37-Minimum Transaction Value– Amount Lower Limit is required,BN-55,10099,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:20 AM,23/Dec/22 8:51 PM,22/Mar/23 10:52 PM,23/Dec/22 8:51 PM,,0,CustomizedStatementForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""Amount Lower Limit cannot be empty""",,,,,,,,,,BN-4,Customized Statement,,,,"An error message ""Amount Lower Limit cannot be empty"" must be shown",,,,,0|i000hz:,,BN Sprint 1,,,,,,,,,,,Unit, Do not enter a value in Amount Field,Pass,,,Done
CS36- Minimum Transaction Value – Special character are not allowed,BN-54,10098,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:18 AM,23/Dec/22 8:47 PM,22/Mar/23 10:52 PM,23/Dec/22 8:47 PM,,0,CustomizedStatementForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""Special character are not allowed""",,,,,,,,,,BN-4,Customized Statement,,,,"
An error message ""Special characters are not allowed"" must be shown",,,,,0|i000hr:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Special Character In Account number Field,Pass,,,Done
CS35- Account No - Special characters are not allowed,BN-53,10097,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:15 AM,23/Dec/22 8:44 PM,22/Mar/23 10:52 PM,23/Dec/22 8:44 PM,,0,CustomizedStatementForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-4,Customized Statement,,,,"An error message ""Special character are not allowed"" must be shown",,,,,0|i000hj:,,BN Sprint 1,,,,,,,,,,,Unit,Account no cannot have Blank space,Pass,,,Done
CS34-Account No - Characters are not allowed,BN-52,10096,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:13 AM,23/Dec/22 8:46 PM,22/Mar/23 10:52 PM,23/Dec/22 8:46 PM,,0,CustomizedStatementForm,!@#,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,,,,,,,,,,,BN-4,Customized Statement,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i000hb:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Account number must be numeric,Pass,,,Done
CS33- Account No - Account Number must not be blank,BN-51,10095,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,13/Dec/22 8:10 AM,23/Dec/22 8:46 PM,22/Mar/23 10:52 PM,23/Dec/22 8:46 PM,,0,CustomizedStatementForm,,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"An error message ""Account Number must not be blank"" must be shown",,,,,,,,,,BN-4,Customized Statement,,,,"An error message ""Account Number must not be blank"" must be shown",,,,,0|i000h3:,,BN Sprint 1,,,,,,,,,,,Unit,Do not enter a value in Account number Field,Pass,,,Done
BE30 - Account No must not be blank,BN-50,10094,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:50 PM,30/Dec/22 9:15 PM,22/Mar/23 1:15 PM,23/Dec/22 3:52 PM,,0,BalanceEnquiry,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Account No must not be blank""",,,,,,,,,,BN-1,Balance Enquiry,,,,"An error message ""Account No must not be blank"" must be shown",,,,,0|i000gv:,,BN Sprint 1,,,,,,,,,,,Unit,Do not enter a value in Account No Field,Pass,,,Done
NC29 - Email : First character can not have space,BN-49,10093,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:47 PM,30/Dec/22 11:13 PM,30/Dec/22 9:15 PM,23/Dec/22 3:49 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""First character can not have space""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000gn:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Blank space in Email field,Pass,,,Done
NC28 - Email : Email ID is not valid,BN-48,10092,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:43 PM,30/Dec/22 9:11 PM,30/Dec/22 7:34 PM,23/Dec/22 3:46 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Email-ID is not valid""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Email ID is not valid"" must be shown",,,,,0|i000gf:,,BN Sprint 1,,,,,,,,,,,Unit,Enter blank space in Email field,Pass,,,Done
NC27 - Email : Email ID must not be blank,BN-47,10091,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:40 PM,30/Dec/22 7:34 PM,30/Dec/22 7:14 PM,23/Dec/22 3:46 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Email-ID must not be blank""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Email ID must not be blank"" must be shown",,,,,0|i000g7:,,BN Sprint 1,,,,,,,,,,,Unit,Do not enter a value in Email field,Pass,,,Done
NC26 - Telephone Number - First character can not have space,BN-46,10090,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:37 PM,30/Dec/22 11:13 PM,30/Dec/22 11:05 AM,23/Dec/22 3:43 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""First character can not have space""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000fz:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Blank space in Mobile Number,Pass,,,Done
EC58 - Customer Id - Customer ID is required,BN-45,10089,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,12/Dec/22 10:34 PM,25/Dec/22 9:19 PM,22/Mar/23 10:52 PM,25/Dec/22 9:19 PM,,0,EditCustomerForm,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,"show an error message ""Customer ID is required""",,,,,,,,,,BN-7,Edit Customer,,,,"An error message ""Customer ID is required"" must be shown",,,,,0|i000fr:,,BN Sprint 1,,,,,,,,,,,Unit,"1) Do not enter a value in Customer id Field
2) Press TAB and move to next Field",Pass,,,Done
NC25 - Telephone Number  – Character are not allowed,BN-44,10088,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:32 PM,30/Dec/22 10:56 AM,30/Dec/22 11:05 AM,23/Dec/22 3:42 PM,,0,NewCustomer,jfbs,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message "" Characters are not allowed"" ",,,,,,,,,,BN-6,New Customer,,,,"An error message "" Character are not allowed"" must be shown",,,,,0|i000fj:,,BN Sprint 1,,,,,,,,,,,Unit,Enter character value in Telephone Number field,Pass,,,Done
NC24 - Telephone Number  – Special character are not allowed,BN-43,10087,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:29 PM,30/Dec/22 10:51 AM,30/Dec/22 10:46 AM,23/Dec/22 3:42 PM,,0,NewCustomer,#@!,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Special characters are not allowed""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000fb:,,BN Sprint 1,,,,,,,,,,,Unit,Enter special character value in Telephone Number field,Pass,,,Done
NC23 - Telephone Number – Mobile no must not be blank,BN-42,10086,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:26 PM,30/Dec/22 10:47 AM,30/Dec/22 10:46 AM,23/Dec/22 3:42 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,Telephone no must not be blank,,,,,,,,,,BN-6,New Customer,,,,"An error message ""Mobile no must not be blank"" must be shown",,,,,0|i000f3:,,BN Sprint 1,,,,,,,,,,,Unit,Do not enter a value in Telephone Number field,Pass,,,Done
NC22 - Pin - First character can not have space,BN-41,10085,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:19 PM,30/Dec/22 11:13 PM,30/Dec/22 10:40 AM,23/Dec/22 3:40 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show An error message ""First character can not have space""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""First character can not have space"" must be shown",,,,,0|i000ev:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Blank space in PIN Field ,Pass,,,Done
NC21 - Pin – PIN Code must have 6 Digits,BN-40,10084,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:15 PM,30/Dec/22 10:45 AM,30/Dec/22 10:40 AM,23/Dec/22 3:38 PM,,0,NewCustomer,12345,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""PIN Code must have 6 Digits""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""PIN Code must have 6 Digits"" must be shown",,,,,0|i000en:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Pin code in Pin field,Pass,,,Done
BE32 - Characters are not allowed,BN-39,10083,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,12/Dec/22 10:14 PM,23/Dec/22 8:46 PM,22/Mar/23 1:14 PM,23/Dec/22 8:46 PM,,0,BalanceEnquiry,!@#,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"An error message ""Characters are not allowed"" must be shown",,,,,,,,,,BN-1,Balance Enquiry,,,,Enter Specical Characters are not allowed No Account field,,,,,0|i000ef:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Specical character in Account No field,Pass,,,Done
NC20 - Pin – Special characters are not allowed,BN-38,10082,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 10:12 PM,30/Dec/22 10:44 AM,22/Mar/23 10:52 PM,23/Dec/22 3:38 PM,,0,NewCustomer,!#@,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Special characters are not allowed""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000e7:,,BN Sprint 1,,,,,,,,,,,Unit,Enter special characters value in Pin field,Pass,,,Done
EA57 - Account No -Characters are not allowed,BN-37,10081,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,12/Dec/22 10:08 PM,25/Dec/22 9:13 PM,22/Mar/23 10:52 PM,25/Dec/22 9:13 PM,,0,EditAccount,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,"show an error message ""Special characters are not allowed"" ",,,,,,,,,,BN-9,Edit Account,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i000dz:,,BN Sprint 1,,,,,,,,,,,Unit,Enter characters,Pass,,,Done
EA56 - Account No -Special character are not allowed,BN-36,10080,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,Như Ngọc Vũ,62995da5cd636500697d7f1a,12/Dec/22 10:06 PM,25/Dec/22 8:56 PM,22/Mar/23 10:52 PM,25/Dec/22 8:56 PM,,0,EditAccount,,,Như Ngọc Vũ,62995da5cd636500697d7f1a,,,,,,,,,"show an error message ""Special characters are not allowed""",,,,,,,,,,BN-9,Edit Account,,,,"An error message ""Special characters are not allowed"" must be shown",,,,,0|i000dr:,,BN Sprint 1,,,,,,,,,,,Unit,Enter Special Character In Account number Field,Pass,,,Done
NC19 - Pin - PIN Code must not be blank,BN-35,10079,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 9:58 PM,30/Dec/22 10:41 AM,22/Mar/23 10:52 PM,23/Dec/22 3:37 PM,,0,NewCustomer,,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""PIN Code must not be blank""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""PIN Code must not be blank"" must be shown",,,,,0|i000dj:,,BN Sprint 1,,,,,,,,,,,Unit,Do not enter a value in Pin field,Pass,,,Done
BE31-Special character are not allowed,BN-34,10078,Bug,Resolved,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,12/Dec/22 9:53 PM,30/Dec/22 11:13 PM,22/Mar/23 10:52 PM,23/Dec/22 8:46 PM,,0,BalanceEnquiry,!@#,,Ngô Đức Hoàng,6391367d2acfad92d7b5d253,,,,,,,,,"Show An error message ""Special character are not allowed""",,,,,,,,,,BN-1,Balance Enquiry,,,,"An error message ""Special character are not allowed"" must be shown",,,,,0|i000db:,,BN Sprint 1,BN Sprint 2,BN Sprint 3,,,,,,,,,Unit,Enter Specical character in Account No field,Pass,,,Done
NC18 - Pin - Characters are not allowed,BN-33,10077,Story,Done,BN,Banking,software,Sam Sam,62995bcbe54087006967b97f,,Medium,Done,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,Sam Sam,62995bcbe54087006967b97f,12/Dec/22 9:34 PM,30/Dec/22 10:40 AM,22/Mar/23 10:52 PM,23/Dec/22 3:37 PM,,0,NewCustomer,sfnjsfusf,,Sam Sam,62995bcbe54087006967b97f,,,,,,,,,"Show an error message ""Characters are not allowed""",,,,,,,,,,BN-6,New Customer,,,,"An error message ""Characters are not allowed"" must be shown",,,,,0|i000d3:,,BN Sprint 1,,,,,,,,,,,Unit,Enter characters value in Pin field,Pass,,,Done
